dataset,method,metric,value,z_score,severity,likely_cause,action
GSE115571_LPSMmDev,INFO,overall_quality_intrin,0.1399394390091471,-3.048567884556905,medium,extreme-z,rerun
bm_GSE120446,scCCVGBen_SG,distance_correlation_tsne,0.4318730358083718,-3.042843124339056,medium,extreme-z,rerun
GSM8685177_TKC7_filtered_feature_bc_matrix,scCCVGBen,participation_ratio_intrin,0.5406322172746788,-3.0355277136663052,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,overall_quality_umap,0.5910241259956688,-3.0343105071459537,medium,biology,biology
GSE189357_new,scCCVGBen_SAGE,Q_local_umap,0.53293119939787,-3.032907749784364,medium,extreme-z,rerun
GSE130430_new,scCCVGBen_EdgeConv,overall_quality_umap,0.6507336340230782,-3.026355656187359,medium,extreme-z,rerun
irall,DIP,anisotropy_score_intrin,0.0668605178772828,-3.024850745831932,medium,extreme-z,rerun
GSE130430_new,scCCVGBen_SuperGAT,manifold_dimensionality_intrin,0.582395964949603,-3.0226785441416255,medium,extreme-z,rerun
GSE228499_breastHmCancer,scCCVGBen_SAGE,distance_correlation_tsne,0.5038124648548511,-3.020015505580406,medium,extreme-z,rerun
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_GATv2,overall_quality_umap,0.5625614498856021,-3.0176715989401948,medium,extreme-z,rerun
GSE273423_new,scCCVGBen_EdgeConv,Q_local_umap,0.4321974090979602,-3.0163173592581143,medium,extreme-z,rerun
GSE247719_PanSci_T_cell_adata,highBeta,Q_local_tsne,0.2369444444444444,-3.0154934085842053,medium,extreme-z,rerun
GSM6071618_filtered_peak_bc_matrix_fl09,scCCVGBen,distance_correlation_umap,0.6637429497860826,-3.0125535960391447,medium,extreme-z,rerun
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_GATv2,Q_global_umap,0.6736437688653288,-3.01253837957103,medium,extreme-z,rerun
GSE273423_new,scCCVGBen_SuperGAT,anisotropy_score_intrin,0.3555053430377876,-3.011447812343441,medium,extreme-z,rerun
GSE115571_LPSMmDev,scVI,Q_local_tsne,0.2088958333333333,-3.0112445409010005,medium,biology,biology
GSM5975166_Arm_d200_filtered_peak_bc_matrix,scCCVGBen,manifold_dimensionality_intrin,0.5406032527673248,-3.010067198883394,medium,extreme-z,rerun
wtko,DIP,anisotropy_score_intrin,0.0693593552350543,-3.0076179205956386,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_SSG,ASW,0.1791586577892303,-3.003406615448325,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_GATv2,overall_quality_umap,0.5636336370005289,-3.0006781033554657,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Graph,Q_global_tsne,0.6834824789088579,-2.994802657457028,medium,biology,biology
GSE115571_LPSMmDev,highBeta,distance_correlation_tsne,0.2972041154781716,-2.957262948492609,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_TAG,Q_local_tsne,0.5567481862046287,-2.9400929155980338,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,Q_global_umap,0.6927839796068904,-2.939710509346193,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,Q_global_tsne,0.6990331937405139,-2.9321817549013987,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_ARMA,Q_global_tsne,0.6276511177355315,-2.9274239705587353,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,Q_local_umap,0.5695172557504106,-2.923029491413876,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,Q_global_tsne,0.7017536733582267,-2.8617647394206283,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Graph,distance_correlation_umap,0.3867458556333689,-2.858801833063592,medium,biology,biology
GSE115571_LPSMmDev,DIP,Q_local_umap,0.2301484968752201,-2.8342970939029257,medium,biology,biology
GSE115571_LPSMmDev,INFO,distance_correlation_tsne,0.3168824144654227,-2.8334686165396348,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Graph,Q_global_umap,0.67039934079178,-2.815892030222566,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_TAG,Q_local_umap,0.5660820491827175,-2.8039239111775083,medium,biology,biology
GSE115571_LPSMmDev,highBeta,distance_correlation_umap,0.2576805518167796,-2.7743042695426454,medium,biology,biology
GSE115571_LPSMmDev,scVI,overall_quality_tsne,0.4201137222918898,-2.7467102927148233,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GCN,overall_quality_umap,0.6245479748382793,-2.715570181123637,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,distance_correlation_umap,0.4046761267316515,-2.701383559763553,medium,biology,biology
GSE115571_LPSMmDev,DIP,Q_global_umap,0.6657227590417478,-2.6869546658861365,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Cheb,Q_local_tsne,0.4415222013474335,-2.683549587474074,medium,biology,biology
GSE115571_LPSMmDev,highBeta,Q_global_umap,0.657973173813726,-2.669019543348406,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GCN,Q_global_umap,0.7237524585224109,-2.659982458785893,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SG,Q_local_umap,0.5826691705119135,-2.6282467235046463,medium,biology,biology
GSE115571_LPSMmDev,scVI,Q_local_umap,0.2533172223894911,-2.5406302050477776,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Graph,overall_quality_tsne,0.5941259148389499,-2.510046971834871,medium,biology,biology
GSE115571_LPSMmDev,INFO,Q_global_umap,0.6680334073241435,-2.464341538617753,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Transformer,Q_local_tsne,0.5663856254214593,-2.4589829061914106,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,Q_global_tsne,0.7071004528284699,-2.4135920222900937,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_EdgeConv,overall_quality_tsne,0.6430626079853489,-2.340146207347216,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_EdgeConv,Q_global_umap,0.805469314417507,-2.317915938006466,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,distance_correlation_umap,0.4524673198682994,-2.2909893817388216,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_EdgeConv,distance_correlation_tsne,0.6155617626672819,-2.2741521877146758,medium,biology,biology
GSE115571_LPSMmDev,INFO,distance_correlation_umap,0.2862299981246953,-2.2625822493752463,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,Q_local_umap,0.5750039678346771,-2.2599425946574088,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,overall_quality_tsne,0.634157531807721,-2.2531083665531337,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,overall_quality_tsne,0.6351229942030385,-2.2331645388567054,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,Q_global_tsne,0.7151882252274255,-2.2322315904504264,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SSG,Q_local_tsne,0.612329022007089,-2.229240657288271,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Cheb,Q_local_umap,0.4717581281672007,-2.201060683501404,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,Q_global_tsne,0.7424891805262951,-2.1546071568805174,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,Q_local_umap,0.5821869881283689,-2.121318290192212,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,Q_local_umap,0.5818828794783043,-2.0327441082185205,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_EdgeConv,Q_local_umap,0.5040833718941999,-2.0187834034805454,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,overall_quality_tsne,0.6261758557790903,-2.0171637074012603,medium,biology,biology
GSE115571_LPSMmDev,DIP,distance_correlation_umap,0.2740208304190404,-2.0144532035487273,medium,biology,biology
GSE115571_LPSMmDev,scVI,overall_quality_umap,0.4374016463346407,-2.0042954572912612,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Transformer,Q_local_umap,0.5748153705897942,-2.0015901488069368,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_ARMA,overall_quality_umap,0.4871922514508807,-1.9840417306733318,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,distance_correlation_tsne,0.4706830180497048,-1.9750070786367107,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,distance_correlation_umap,0.5398911726547327,-1.9067875966835306,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,distance_correlation_tsne,0.4976872908566385,-1.9056318216543133,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Cheb,overall_quality_tsne,0.6734181437309442,-1.8840923633860012,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GCN,Q_global_tsne,0.7710215681085147,-1.8828518413866813,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,Q_local_umap,0.5916459227576465,-1.8445262744430988,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_ARMA,overall_quality_tsne,0.5377772780546491,-1.8432635733007618,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,distance_correlation_tsne,0.5053089354269047,-1.8376861214398108,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,Q_local_tsne,0.6434302371191902,-1.7672804742414019,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,anisotropy_score_intrin,0.3901723067198103,-1.7148875480516872,medium,undertrained,rerun
GSE115571_LPSMmDev,DIP,distance_correlation_tsne,0.3121668774476677,-1.7085708025676782,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Graph,Q_local_umap,0.5260541158841159,-1.6906334785356376,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,overall_quality_tsne,0.6836975615980426,-1.6610225678679011,medium,biology,biology
GSE115571_LPSMmDev,TSVD,Q_local_umap,0.4720286209106598,-1.6572055589804577,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SAGE,Q_local_tsne,0.6081537022780257,-1.6210887648678185,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_EdgeConv,Q_global_tsne,0.7860228739520203,-1.5537181108044316,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_EdgeConv,Q_local_tsne,0.5276031873367444,-1.5506264920571633,medium,biology,biology
GSE115571_LPSMmDev,KPCA,Q_local_umap,0.47983971033637,-1.5349501336817999,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,Q_global_tsne,0.7704141224484795,-1.4940572015402078,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SSG,Q_local_umap,0.6267501844672819,-1.448847306322636,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SAGE,Q_local_umap,0.6068925626648624,-1.4396789318069936,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,overall_quality_tsne,0.6980162709375985,-1.419916576143448,medium,biology,biology
GSE115571_LPSMmDev,DICL,Q_local_umap,0.5607613407433909,-1.4133510348145903,medium,biology,biology
GSE115571_LPSMmDev,FA,Q_local_umap,0.476651130685693,-1.4025347478081112,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,overall_quality_tsne,0.6649898210047201,-1.3586385333085718,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GCN,Q_local_tsne,0.6234777777777777,-1.329005211469725,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,overall_quality_umap,0.6734135613913707,-1.2769016147559642,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,CAL,1055.5853953250255,-1.2319474345330268,medium,undertrained,rerun
GSE115571_LPSMmDev,scCCVGBen_Cheb,overall_quality_umap,0.7232621444952289,-1.1838332633852868,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GCN,overall_quality_tsne,0.7172817037254496,-1.158822009984815,medium,biology,biology
GSE115571_LPSMmDev,PCA,Q_local_umap,0.4804190125451453,-1.1562720035930563,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,Q_local_umap,0.6282750450443558,-1.1383679739378518,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,K_max_umap,43.0,-1.1158839961472784,medium,undertrained,rerun
GSE115571_LPSMmDev,ICA,Q_local_umap,0.4435009668046911,-1.092205028185863,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,distance_correlation_tsne,0.5833999498771137,-1.0587435363270834,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,Q_global_umap,0.7652672019816964,-1.04384474140262,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GCN,distance_correlation_umap,0.672519781442409,-1.0298313080442054,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,ASW,0.3713712990283966,-0.9734677483903613,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,manifold_dimensionality_intrin,0.6762315487273584,-0.937531917717061,medium,undertrained,rerun
GSE115571_LPSMmDev,TSVD,Q_local_tsne,0.5336157676881134,-0.9101621918689226,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,distance_correlation_tsne,0.6429710467562082,-0.8943964269610168,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,Q_local_tsne,0.6656324575116243,-0.8871023563100449,medium,biology,biology
GSE115571_LPSMmDev,KPCA,Q_local_tsne,0.5382507855125017,-0.8850893513201554,medium,biology,biology
GSE115571_LPSMmDev,FA,Q_local_tsne,0.5469984523809523,-0.7946700788709127,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,K_max_tsne,36.0,-0.776827169491045,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,Q_global_tsne,0.7833027271598748,-0.7509454020492896,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,spectral_decay_rate_intrin,0.5641304546124665,-0.741256245193292,medium,undertrained,rerun
GSE115571_LPSMmDev,scCCVGBen_Cheb,distance_correlation_tsne,0.7482235834612212,-0.7254218930194567,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,Q_global_umap,0.7675299347129639,-0.7071067811865533,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_snn,Q_global_tsne,0.7480495705076868,-0.7071067811865501,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,Q_local_tsne,0.4269100823765757,-0.7071067811865479,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,Q_local_umap,0.4611387452696784,-0.7071067811865478,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_snn,Q_local_umap,0.5314973819153807,-0.7071067811865476,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_snn,Q_global_umap,0.7480112312681386,-0.7071067811865476,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,overall_quality_umap,0.6585247998577982,-0.7071067811865476,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_snn,overall_quality_umap,0.6564194413845602,-0.7071067811865476,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,Q_global_tsne,0.7350908829780763,-0.7071067811865476,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,overall_quality_tsne,0.6182886564276934,-0.7071067811865476,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_snn,overall_quality_tsne,0.6355722433694314,-0.7071067811865476,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_snn,Q_local_tsne,0.586147588985089,-0.7071067811865471,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_snn,distance_correlation_tsne,0.5725195706155184,-0.707106781186538,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,Q_global_umap,0.7891448047813171,-0.6377276830613192,medium,undertrained,rerun
GSE115571_LPSMmDev,scCCVGBen_Cheb,Q_global_tsne,0.8305086463841777,-0.6353626449904489,medium,biology,biology
GSE115571_LPSMmDev,PCA,Q_local_tsne,0.5380215482696051,-0.6096292218487133,medium,biology,biology
GSE115571_LPSMmDev,scVI,distance_correlation_umap,0.365427862600869,-0.6002944218433867,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_ARMA,distance_correlation_umap,0.6330874815693108,-0.49168671962852445,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,Q_local_tsne,0.6810046569075575,-0.4862785994497212,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,noise_resilience_intrin,0.2977647066116333,-0.47503934212567905,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,overall_quality_intrin,0.4968742381839256,-0.4601818248196826,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,overall_quality_umap,0.7235807618036838,-0.43682712155886055,medium,undertrained,rerun
GSE115571_LPSMmDev,ICA,Q_local_tsne,0.5266270800655826,-0.4212124820820725,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,distance_correlation_tsne,0.6802044532451261,-0.39387679372600864,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,overall_quality_tsne,0.7260901886577282,-0.35402966935695224,medium,undertrained,rerun
GSE115571_LPSMmDev,NMF,Q_local_umap,0.5795787658682713,-0.3505143402911186,medium,biology,biology
GSE115571_LPSMmDev,DICL,Q_local_tsne,0.6566133668029501,-0.2606017662197094,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SG,overall_quality_tsne,0.7508283050156423,-0.22291955446417916,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,participation_ratio_intrin,0.6898555707625681,-0.2194547986638181,medium,undertrained,rerun
GSE115571_LPSMmDev,scCCVGBen_Cheb,distance_correlation_umap,0.8303808859454629,-0.21754904358903934,medium,biology,biology
GSE115571_LPSMmDev,scVI,Q_global_umap,0.693459854013562,-0.2134058992897991,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen,distance_correlation_umap,0.6854562264420048,-0.21134471776267097,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,Q_local_tsne,0.6963812879096213,-0.1877761377800215,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SG,Q_global_tsne,0.8262256004416444,-0.118141612612071,medium,biology,biology
GSE115571_LPSMmDev,NMF,Q_local_tsne,0.6198302853588972,-0.11071102822948357,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GATv2,Q_local_tsne,0.7007440964590964,-0.10935491687714176,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,Q_local_tsne,0.7010268534416971,-0.09555962922476083,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT,Q_local_tsne,0.7030316312082979,-0.05643781243704949,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GCN,distance_correlation_tsne,0.7573457652900565,-0.04149205890546699,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Cheb,Q_global_umap,0.8676474193730228,0.002372349742565287,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,distance_correlation_umap,0.5786970399324065,0.0027135034929985347,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,distance_correlation_tsne,0.7139631819057525,0.022431960560901278,medium,undertrained,rerun
GSE115571_LPSMmDev,FA,overall_quality_umap,0.6243995869892934,0.05243893535797958,medium,biology,biology
GSE115571_LPSMmDev,FA,Q_global_tsne,0.7450024032367415,0.05732512898642228,medium,biology,biology
GSE128033_new,scCCVGBen_GAT,distance_correlation_umap,0.7533224355853787,0.078098908399391,medium,undertrained,rerun
GSE128033_new,scCCVGBen_GAT,trajectory_directionality_intrin,0.4909085391960786,0.10840119798764884,medium,undertrained,rerun
GSE115571_LPSMmDev,FA,overall_quality_tsne,0.6299272171131582,0.21281986216265955,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_TAG,overall_quality_tsne,0.7735787182344817,0.21854668977633654,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_TAG,overall_quality_umap,0.7955903161714463,0.22634346765189034,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,distance_correlation_tsne,0.6156531583099896,0.2472798416388113,medium,biology,biology
GSE115571_LPSMmDev,scVI,distance_correlation_tsne,0.4397393408946029,0.2556544637077769,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_ARMA,distance_correlation_tsne,0.7662033258015832,0.25811503582967077,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,Q_global_tsne,0.7873283143081177,0.4130238915603634,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_SG,overall_quality_umap,0.7964963614656663,0.4262089995520561,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,overall_quality_umap,0.6709849036449013,0.47655172209126506,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,Q_local_tsne,0.688192421929922,0.5254123151360982,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Transformer,overall_quality_umap,0.8076793375313068,0.5349158809483425,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,overall_quality_tsne,0.6970579648493431,0.5393841040653368,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,Q_local_umap,0.6392315759382529,0.5714230679519418,medium,biology,biology
GSE115571_LPSMmDev,FA,distance_correlation_umap,0.6198630217715817,0.5779946265390797,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_Transformer,overall_quality_tsne,0.7893199884970886,0.6355732547181916,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GIN,Q_global_umap,0.795026095064044,0.6763889163327582,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,distance_correlation_umap,0.7469057195907526,0.7071067811865475,medium,biology,biology
GSE115571_LPSMmDev,scCCVGBen_GAT_kNN_cosine,distance_correlation_tsne,0.6928650039284283,0.7071067811865475,medium,biology,biology
